HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
84361	4	5	4	2	9	4	7	4	9	1	8	2	10	6	4	7	6	3	9	5
84362	3	1	7	2	2	2	7	5	10	2	3	3	9	1	2	10	3	8	4	4
84363	6	4	3	1	10	4	2	4	3	8	10	4	5	3	7	5	7	6	5	6
84364	9	7	9	9	10	8	10	2	5	7	4	9	4	10	3	9	3	8	7	10
84365	10	5	5	9	4	7	3	6	7	4	4	8	8	8	7	8	8	3	3	9
84366	1	7	6	1	9	5	4	3	10	4	9	3	9	8	1	3	2	3	3	6
84367	6	2	5	8	8	2	5	8	8	1	3	10	10	8	10	5	10	9	4	2
84368	10	1	1	10	6	4	8	9	3	4	2	6	1	1	4	4	10	10	7	1
84369	7	8	9	4	1	7	8	8	1	5	10	5	9	3	8	6	1	10	1	3
84370	5	5	1	3	7	3	7	8	6	9	8	3	4	10	10	4	8	7	7	5
84371	5	4	8	7	7	6	3	1	2	7	8	1	1	5	3	4	9	8	8	7
84372	6	5	7	3	6	3	5	5	10	9	3	1	5	1	10	6	3	5	1	6
84373	2	8	10	8	3	9	4	4	6	2	6	5	4	6	8	9	9	8	1	4
84374	8	1	7	6	10	4	3	2	5	6	7	4	1	4	9	5	7	10	9	10
84375	4	9	1	5	9	9	7	7	7	4	2	10	7	9	3	1	1	2	9	4
84376	2	8	1	7	1	2	8	1	6	3	10	2	9	9	10	6	7	4	7	1
84377	2	2	9	6	9	7	7	2	2	3	3	4	8	4	4	8	3	2	3	2
84378	8	7	5	4	6	5	3	6	10	9	8	9	6	8	3	5	1	7	4	1
84379	2	1	10	1	10	6	2	8	4	5	9	2	8	10	4	10	5	10	2	4
84380	7	8	3	1	4	9	1	8	7	10	2	1	10	2	2	10	8	6	9	9
84381	6	10	8	7	6	5	5	7	6	10	5	5	3	1	8	1	5	9	6	8
84382	7	9	5	5	2	8	6	8	5	1	1	2	8	10	4	4	4	10	4	3
84383	1	10	5	5	4	3	9	7	5	1	5	10	8	8	9	2	7	9	1	9
84420	3	7	6	5	2	4	8	1	6	4	8	8	8	6	8	2	10	2	7	8
84421	10	8	9	2	1	7	2	1	5	6	9	2	8	8	2	10	9	3	9	3
84422	7	4	3	2	3	10	3	8	9	10	1	5	3	2	5	7	9	6	10	5
84423	5	4	9	7	5	5	6	4	5	10	4	7	7	2	1	5	7	4	10	10
84424	3	2	10	1	3	7	5	1	4	1	9	8	4	5	2	8	2	5	10	3
84425	8	9	2	6	1	5	5	2	9	9	8	5	10	7	9	8	9	3	10	3
84426	2	1	5	5	1	4	1	5	5	8	3	1	9	4	3	6	2	9	3	3
84427	2	6	4	8	10	4	1	10	3	3	2	3	5	10	7	1	10	8	10	7
84428	7	6	9	8	10	2	3	10	2	4	3	5	10	3	5	7	10	8	10	7
84429	10	10	8	10	6	9	4	4	10	4	10	5	1	1	1	10	7	8	8	2
84430	6	6	8	10	3	3	5	3	3	2	10	10	6	4	9	1	1	8	9	5
84431	2	5	5	10	6	8	4	9	8	7	7	5	1	1	8	4	8	2	1	2
84432	7	2	6	8	8	7	5	1	1	9	6	1	1	8	3	8	7	2	4	10
84433	10	2	2	2	3	9	10	2	1	7	2	1	3	3	10	7	2	1	9	4
84434	2	9	4	3	6	1	4	2	4	3	10	3	5	9	4	5	9	7	3	5
84435	10	8	5	3	2	2	3	9	6	9	5	9	10	7	7	7	5	3	9	2
84436	4	10	5	10	3	4	7	2	2	7	10	7	9	3	5	4	9	8	2	6
84437	9	5	2	6	9	4	1	8	5	2	10	7	8	1	10	8	4	1	10	3
84438	5	6	8	7	7	7	1	4	7	7	4	4	3	8	5	4	2	3	3	10
84439	6	2	9	2	2	8	5	9	3	3	7	8	9	9	7	5	9	6	8	6
84440	10	5	7	10	1	7	9	7	2	6	1	6	8	1	2	8	8	8	4	5
84441	7	5	1	5	1	2	8	3	5	4	1	6	1	6	5	10	6	7	9	8
84442	1	9	6	7	3	7	5	7	3	9	8	10	3	10	2	9	2	2	9	8
84443	10	10	7	5	6	10	8	10	2	9	8	6	9	1	3	1	6	3	1	3
84444	1	7	4	7	2	3	6	2	1	10	1	8	8	5	8	10	9	4	10	2
84445	1	7	7	8	8	1	1	10	9	10	3	5	7	1	2	6	6	2	7	1
84446	8	10	9	6	3	4	4	6	10	3	2	3	8	3	7	7	10	8	9	5
84447	5	10	7	6	4	9	9	1	3	8	8	10	9	5	1	9	3	4	4	9
84448	6	7	4	4	2	3	1	8	5	1	1	8	6	8	5	2	3	4	8	3
84449	6	4	5	10	9	10	1	5	3	6	4	7	1	3	7	1	5	9	10	6
84450	9	1	1	8	4	3	4	6	5	7	7	4	10	1	3	8	6	3	2	3
84451	3	2	3	3	4	3	3	9	7	6	7	5	6	7	5	4	4	1	4	5
84452	4	8	10	1	10	7	9	2	7	3	10	7	8	1	2	7	10	7	3	7
84453	7	10	9	6	1	8	9	5	10	4	1	6	6	7	1	2	8	7	1	9
84454	4	10	7	4	4	1	2	2	8	7	5	3	8	4	7	5	7	3	4	4
84455	4	6	7	6	2	8	1	5	2	9	9	2	8	7	10	5	2	7	5	8
84456	1	3	3	10	9	6	4	7	5	9	5	6	10	5	8	8	7	4	10	9
84457	6	2	3	4	5	5	3	6	10	9	2	3	8	3	2	9	3	10	4	10
84458	3	2	4	10	7	6	7	5	8	6	7	5	7	10	10	4	1	2	6	6
84459	1	7	10	10	10	5	5	3	10	6	5	10	1	4	8	10	2	3	3	6
84460	4	10	2	10	3	1	7	1	9	3	3	7	4	10	1	8	2	8	2	5
84461	8	5	6	7	5	10	4	10	3	8	6	4	3	8	9	5	7	4	10	4
84462	1	5	6	3	10	7	8	5	6	8	3	8	2	4	9	3	9	3	8	8
84463	10	1	10	5	1	5	3	9	8	2	4	2	5	6	4	7	4	4	6	5
84464	2	4	7	8	2	8	5	7	4	6	6	7	2	1	2	5	10	2	10	4
84501	8	3	7	8	7	3	3	7	3	9	6	4	4	8	6	7	10	2	5	10
84502	10	8	5	6	10	1	6	7	2	3	8	5	9	4	1	4	5	9	9	9
84503	2	6	4	5	1	3	2	3	7	1	9	7	8	2	6	5	10	5	3	7
84504	9	4	2	7	3	1	2	9	3	5	5	2	7	7	7	8	7	4	8	7
84505	9	7	3	3	3	1	1	8	6	1	8	3	6	5	2	2	8	8	2	3
84506	2	7	6	9	5	7	7	4	4	4	10	9	7	5	8	4	3	9	7	7
84507	5	3	7	5	10	9	5	8	8	8	6	9	6	4	5	7	4	8	7	2
84508	10	10	9	6	9	2	6	4	9	1	6	3	7	8	1	7	2	7	3	6
84509	8	5	7	2	8	8	6	4	3	7	2	5	2	4	9	4	2	5	4	5
84510	1	9	4	9	5	6	8	6	4	3	4	5	9	4	8	8	6	10	6	6
84511	1	6	2	3	7	10	1	1	4	8	4	3	9	2	8	4	4	9	8	4
84512	6	5	3	1	1	3	3	9	7	5	2	7	6	8	7	10	6	4	3	1
84513	8	1	6	1	8	1	1	8	3	6	6	9	5	9	2	8	2	3	10	3
84514	8	7	1	8	3	5	5	7	3	2	8	6	3	3	10	7	8	1	9	9
84515	4	3	10	5	9	1	1	9	5	7	1	8	1	1	4	1	1	4	4	4
84516	1	8	6	9	7	6	8	7	6	4	1	6	6	6	9	2	10	7	6	3
84517	10	7	7	3	4	1	3	4	3	5	4	1	5	3	7	1	7	8	7	9
84518	6	5	7	4	10	4	1	3	8	4	5	10	1	8	7	4	4	3	3	6
84519	3	3	8	10	7	6	3	3	7	8	6	1	7	10	1	2	9	4	1	5
84520	10	10	2	5	8	8	9	1	3	10	7	8	10	10	4	4	8	7	2	5
84521	6	3	8	3	5	4	10	8	6	2	9	3	1	10	1	8	7	4	3	7
84522	4	9	1	6	1	2	10	2	3	5	1	7	2	9	9	5	1	1	7	8
84523	9	5	1	4	1	7	1	9	7	9	8	2	3	5	1	8	5	10	4	8
84524	9	7	4	3	10	4	5	1	4	6	2	2	7	3	10	9	5	4	8	8
84525	5	2	6	9	2	1	1	2	9	6	7	7	5	9	2	10	6	9	2	10
84526	6	6	2	3	6	8	1	8	7	4	9	8	1	10	4	9	9	8	10	9
84527	3	4	3	6	5	5	4	4	8	8	6	8	7	5	2	9	9	5	10	1
84528	7	4	3	5	9	6	8	8	6	4	9	5	9	2	1	10	1	5	2	7
84529	4	7	9	7	10	2	3	6	10	9	10	8	8	9	10	7	5	9	3	5
84530	8	8	9	9	9	7	5	10	10	10	7	3	3	8	9	6	9	6	3	9
84531	2	10	7	7	8	1	1	9	10	8	3	4	8	5	9	7	9	3	10	8
84532	8	4	7	9	2	7	9	7	5	3	7	2	4	2	7	10	8	9	7	8
84533	7	3	2	2	6	10	10	5	5	7	9	1	6	7	6	9	7	8	4	7
84534	10	10	5	4	8	10	3	7	1	9	9	6	8	1	3	3	9	5	10	7
84535	6	10	1	7	3	8	1	7	2	1	6	6	5	4	8	4	6	9	3	3
84536	9	8	8	5	2	1	9	7	1	8	1	8	5	1	5	6	8	8	10	10
84537	4	2	3	10	3	6	9	3	6	8	10	8	9	3	6	3	8	2	3	6
84538	2	6	3	7	9	1	4	8	10	4	1	7	10	5	1	9	1	10	4	1
84539	6	8	5	10	1	8	6	2	10	6	3	2	4	2	7	2	2	4	1	10
84540	10	1	5	2	7	3	5	5	10	9	9	4	2	9	9	10	6	9	8	3
84541	8	8	2	4	8	1	6	2	1	4	4	7	6	10	8	10	8	7	5	8
84542	9	8	6	7	6	9	7	8	7	5	10	10	7	9	5	1	3	10	5	2
84543	8	6	3	9	6	10	5	7	1	9	9	3	5	3	1	1	6	2	9	1
84544	4	2	8	5	2	6	5	9	3	1	8	5	6	3	6	6	8	8	4	4
84545	5	9	1	7	3	10	9	7	1	8	6	7	6	9	5	8	2	1	5	9
84546	2	9	5	4	8	4	4	10	3	1	8	9	10	6	10	5	9	10	7	9
84583	7	4	5	10	8	8	4	3	4	3	7	9	1	2	1	3	2	10	4	3
84584	10	10	1	4	2	6	6	7	1	2	6	8	9	4	5	9	1	6	10	8
84585	9	2	1	5	7	2	6	8	8	3	1	8	5	3	1	2	8	9	8	2
84586	9	2	1	9	2	7	1	1	2	8	3	5	5	4	2	8	5	1	5	10
84587	4	5	9	10	7	9	1	5	7	5	4	8	5	2	1	4	2	5	5	5
84588	8	9	4	1	9	4	3	3	2	4	10	7	1	3	1	6	6	8	2	2
84589	9	4	6	10	8	10	10	5	1	10	8	7	7	10	7	2	7	4	5	10
84590	7	7	2	7	1	10	9	9	7	1	7	8	7	4	6	6	3	2	2	9
84591	6	10	5	6	6	5	10	3	7	10	7	1	9	7	1	6	3	10	8	5
84592	7	4	4	8	6	9	8	2	3	1	9	7	4	9	4	9	5	4	10	1
84593	2	3	6	6	6	2	3	3	6	4	3	4	7	5	9	1	7	10	3	4
84594	9	2	8	2	9	5	3	1	1	3	8	7	8	9	4	8	10	3	4	5
84595	9	8	3	5	1	6	8	6	8	10	7	2	6	9	3	1	8	9	3	10
84596	4	9	10	8	6	1	1	4	5	7	2	5	9	7	2	7	5	5	5	6
84597	4	9	4	6	6	10	9	5	7	1	10	6	7	5	6	8	3	5	3	9
84598	8	2	2	10	3	4	8	8	5	3	4	9	2	6	1	6	10	9	9	8
84599	2	2	9	4	3	3	6	4	9	8	9	6	2	8	10	8	7	5	4	9
84600	9	10	7	9	7	1	5	6	9	10	5	1	2	5	10	10	6	4	10	2
84601	10	9	10	8	8	4	4	1	2	7	1	9	2	8	6	6	7	5	3	3
84602	2	6	5	2	8	6	3	6	4	6	5	6	3	5	6	7	8	4	9	1
84603	3	4	3	5	10	3	2	6	9	7	7	10	2	2	10	6	4	6	9	9
84604	4	9	7	5	2	2	6	1	8	10	9	2	1	5	4	7	2	7	5	9
84605	7	7	9	1	4	5	2	9	6	9	10	7	7	6	2	9	9	4	10	7
84606	8	8	10	6	1	5	3	8	4	10	9	10	7	2	10	4	8	2	2	10
84607	8	1	9	8	5	3	6	1	4	3	5	10	3	2	1	4	6	2	4	9
84608	2	5	8	4	5	7	10	6	3	7	1	3	1	5	5	1	7	3	10	5
84609	6	1	1	3	4	3	10	2	8	10	4	8	9	9	9	9	10	8	10	2
84610	4	4	9	8	1	7	1	8	2	5	8	7	1	7	2	4	3	5	5	6
84611	8	6	9	8	4	2	10	1	2	3	6	7	8	10	9	7	2	7	7	8
84612	5	2	10	2	10	6	3	4	6	10	9	8	9	8	1	5	2	2	4	8
84613	8	1	2	5	3	10	2	10	3	6	2	8	1	5	8	2	10	1	10	3
84614	3	4	3	2	5	9	3	6	1	7	3	2	7	5	5	5	3	6	8	1
84615	8	8	2	5	7	2	6	2	3	8	5	1	10	8	2	9	6	2	10	1
84616	4	1	5	6	4	3	6	7	6	9	2	8	1	10	1	3	3	4	9	6
84617	1	6	1	4	10	2	6	1	5	9	6	3	5	4	2	5	3	8	8	3
84618	1	3	7	3	10	1	2	3	2	9	2	3	6	2	10	8	5	5	2	7
84619	7	2	9	7	5	1	5	4	7	9	1	6	8	7	9	8	3	2	3	8
84620	1	6	7	3	5	9	5	1	1	3	3	8	8	3	8	7	5	7	5	6
84621	7	4	3	7	8	6	3	8	9	5	5	2	2	7	6	7	3	5	5	4
84622	8	6	5	3	3	6	7	3	4	1	1	9	2	6	8	5	7	9	10	4
84623	2	10	1	9	9	8	10	3	1	9	4	10	1	7	2	2	5	6	3	10
84624	4	9	2	8	4	6	2	6	7	4	7	4	9	6	8	1	10	7	1	7
84625	9	5	1	2	5	9	2	1	2	1	6	3	6	6	10	2	5	4	5	2
84626	5	7	1	6	5	10	1	2	10	5	6	3	4	1	5	4	2	2	1	8
84627	4	7	5	8	5	5	8	5	8	2	6	5	5	1	6	10	8	4	3	10
84664	1	5	1	3	4	8	7	10	1	7	6	7	7	3	3	4	10	4	6	5
84665	8	8	5	4	6	6	2	8	1	5	9	10	8	4	9	8	3	1	10	4
84666	9	10	7	2	10	2	6	3	10	6	3	2	10	1	2	9	6	1	10	2
84667	4	1	1	2	8	3	7	8	2	10	6	5	10	5	8	10	7	10	2	10
84668	7	9	2	1	6	8	6	9	1	4	2	1	9	1	4	2	7	7	7	2
84669	10	1	6	6	10	5	6	4	5	9	9	6	10	5	6	5	6	7	9	9
84670	9	5	3	7	5	9	5	6	2	6	3	2	8	5	9	6	3	10	9	6
84671	9	10	4	3	8	9	3	8	1	2	10	8	1	8	4	7	4	4	9	1
84672	4	5	7	3	7	2	9	4	1	7	9	3	2	7	2	9	2	7	4	6
84673	9	1	2	2	8	4	4	4	7	9	9	6	5	6	6	7	7	5	10	1
84674	3	2	5	2	10	8	2	9	8	9	8	9	2	5	10	6	7	8	4	10
84675	10	10	7	1	1	8	3	5	3	10	10	6	5	7	6	4	2	4	6	6
84676	6	6	8	8	7	6	9	5	2	1	5	1	4	10	4	9	7	3	4	7
84677	4	1	6	9	6	2	7	4	8	4	7	1	1	1	5	4	6	2	4	9
84678	4	5	2	9	7	10	4	6	6	4	2	10	5	8	4	6	6	8	4	4
84679	9	5	3	5	3	5	2	5	4	10	9	2	10	2	10	8	4	8	5	9
84680	7	7	7	6	9	9	3	2	2	5	1	2	5	3	1	9	10	9	4	6
84681	1	2	5	3	8	9	7	1	4	10	4	2	3	8	2	5	7	10	3	3
84682	1	4	10	4	1	3	6	3	6	1	7	2	4	3	5	1	4	1	10	7
84683	4	3	9	3	10	8	1	9	5	2	7	1	10	7	2	4	3	9	1	1
84684	5	9	6	5	3	8	7	8	7	7	4	1	4	3	8	3	7	10	9	5
84685	9	9	7	2	5	3	5	2	10	4	1	2	9	6	4	4	2	2	6	5
84686	9	5	5	2	9	3	8	4	6	1	10	1	2	1	7	2	7	2	4	7
84687	3	2	3	2	8	9	5	3	10	8	7	1	5	8	2	9	9	1	2	6
84688	5	8	10	8	4	6	1	6	1	5	10	3	1	1	6	6	9	9	6	7
84689	10	8	6	9	2	3	4	2	8	5	1	8	10	9	2	9	3	7	3	9
84690	7	4	1	9	6	7	8	9	7	8	8	5	7	10	1	10	5	10	6	6
84691	2	8	8	9	5	7	1	1	6	9	9	3	10	5	6	4	1	10	2	5
84692	3	3	5	3	3	3	1	2	6	1	4	5	4	3	5	7	9	3	6	1
84693	1	1	8	10	7	10	4	7	1	6	5	3	9	6	7	5	3	7	6	3
84694	6	5	10	7	6	8	4	10	8	8	3	7	4	7	3	3	6	4	2	4
84695	8	3	10	5	2	5	10	9	9	7	4	6	4	6	3	9	4	7	1	4
84696	9	6	4	9	2	4	1	8	4	6	10	5	10	8	2	10	7	4	6	3
84697	8	8	2	6	3	10	4	7	8	9	6	9	3	2	8	2	5	7	4	3
84698	7	5	5	3	4	8	5	10	3	4	8	2	9	4	4	6	8	7	10	3
84699	1	10	8	2	2	2	9	1	3	9	7	1	8	8	6	3	9	8	5	5
84700	3	9	5	6	6	7	1	9	2	1	4	5	7	3	9	9	9	6	3	2
84701	1	4	4	1	10	8	9	9	10	8	7	4	3	8	10	6	2	5	7	6
84702	3	10	5	9	8	1	10	6	10	5	9	6	10	3	5	3	6	3	5	2
84703	1	1	2	7	8	7	6	4	1	3	7	8	6	7	2	5	1	1	9	5
84704	5	1	8	3	8	5	3	10	7	1	9	2	8	1	3	9	5	6	6	3
84705	4	2	7	7	8	4	10	5	4	9	1	8	8	7	7	4	7	7	4	10
84706	5	6	10	7	10	4	9	4	9	5	7	4	7	7	3	5	9	9	10	1
84707	8	7	10	3	6	2	8	10	9	7	8	5	10	2	1	9	8	4	4	5
84746	10	5	2	4	8	6	7	10	7	3	5	1	3	9	7	10	7	9	4	5
84747	3	2	9	7	8	3	7	5	3	6	7	10	5	9	4	2	10	8	9	3
84748	1	1	6	4	1	6	10	9	3	10	9	5	10	3	10	10	6	4	9	7
84749	9	10	1	6	9	4	4	1	5	2	2	7	1	9	10	3	5	8	2	7
84750	7	5	9	9	8	5	1	4	7	10	6	9	5	3	8	8	6	7	9	7
84751	3	10	4	4	5	8	5	2	6	7	3	2	2	4	5	10	6	1	4	5
84752	5	1	6	1	4	8	5	4	1	5	5	8	7	5	6	9	3	4	1	10
84753	4	8	9	5	7	2	5	6	7	5	6	6	7	8	3	1	1	5	3	5
84754	1	8	3	9	5	6	4	8	7	6	5	3	2	3	10	4	8	8	8	8
84755	8	7	7	9	8	3	6	10	8	8	9	2	3	2	2	8	7	5	10	1
84756	7	2	4	6	3	7	2	3	5	9	7	8	1	8	6	1	6	5	2	1
84757	1	5	7	9	1	5	1	6	5	6	1	2	8	8	2	7	9	5	7	3
84758	3	7	4	1	9	5	6	5	3	6	4	9	9	7	8	7	10	6	1	1
84759	1	2	6	1	4	10	4	9	7	7	6	4	6	8	4	7	9	3	6	6
84760	5	4	4	2	9	7	2	10	10	4	5	2	5	3	8	7	8	2	4	9
84761	9	5	3	4	9	10	2	4	3	8	8	7	7	8	6	4	3	6	2	1
84762	10	9	2	4	1	2	10	3	3	8	2	3	3	5	5	5	6	8	9	7
84763	8	4	1	9	5	8	2	4	3	2	6	9	3	3	3	7	9	10	2	7
84764	10	3	10	4	9	5	4	6	7	9	9	8	9	7	6	10	1	10	1	3
84765	2	7	3	2	7	2	8	8	4	7	10	5	1	8	2	10	5	2	5	5
84766	10	6	9	9	7	5	5	7	5	9	8	9	1	10	2	9	3	9	4	6
84767	1	2	2	7	3	2	6	1	6	1	5	5	1	6	1	9	2	7	6	9
84768	5	6	5	1	9	3	2	2	6	3	7	4	5	9	2	9	3	9	6	7
84769	6	8	4	4	10	1	4	7	6	5	2	6	2	8	6	1	1	2	7	9
84770	7	6	1	8	7	10	1	6	10	1	5	9	1	4	6	1	1	2	4	3
84771	3	5	9	5	2	6	6	4	5	10	5	4	1	8	3	1	7	8	5	5
84772	4	10	9	7	1	1	4	3	8	3	7	9	8	5	7	6	2	10	2	1
84773	1	1	5	2	7	8	3	9	5	1	6	2	10	2	5	4	6	5	4	9
84774	2	7	5	8	6	4	1	2	6	5	10	10	2	10	2	6	3	4	2	5
84775	9	4	1	1	9	10	10	8	1	4	3	1	1	9	6	2	1	1	7	4
84776	1	4	6	2	1	6	5	1	3	7	4	7	1	8	4	10	5	10	1	3
84777	5	7	5	5	2	7	1	4	3	8	2	4	1	5	4	7	3	10	5	5
84778	4	10	3	3	9	1	3	3	2	10	5	2	1	4	9	3	2	10	10	3
84779	7	2	10	5	3	7	2	1	8	1	9	5	3	10	6	2	8	10	3	1
84780	5	9	3	2	5	7	9	5	3	3	1	8	9	9	2	8	9	5	4	10
84781	3	4	7	9	6	2	5	6	6	10	8	8	6	2	10	2	10	4	9	3
84782	8	5	4	10	10	1	1	5	5	8	1	7	3	5	2	3	6	6	5	5
84783	3	10	7	8	5	7	5	9	9	7	9	5	1	4	8	7	1	5	9	9
84784	2	5	6	8	10	10	3	10	4	3	4	1	5	8	4	6	8	5	4	5
84785	1	8	7	1	4	4	2	9	7	6	4	3	7	7	5	3	2	6	4	2
84786	7	3	1	6	9	5	4	4	10	5	6	7	1	5	5	8	7	4	4	8
84787	4	6	1	9	10	3	8	10	8	9	1	8	1	5	10	2	3	10	9	8
84788	7	10	10	3	10	10	7	4	3	8	1	1	4	3	1	4	1	4	2	10
84827	9	3	3	4	6	2	8	8	7	10	3	5	7	2	9	2	1	9	7	2
84828	9	10	7	4	2	3	4	4	1	9	8	6	8	6	2	4	5	2	10	2
84829	6	3	4	7	6	9	7	5	4	3	6	4	1	8	7	3	9	6	5	6
84830	10	5	5	1	1	5	3	3	9	7	6	9	1	8	8	10	6	4	7	3
84831	5	1	4	3	1	7	5	6	8	4	8	3	3	10	9	10	9	1	10	2
84832	4	4	9	5	7	2	5	9	10	2	6	5	3	2	1	9	3	1	8	6
84833	2	2	10	1	10	7	10	6	4	5	7	9	4	5	5	8	7	4	4	9
84834	4	1	3	5	5	5	1	5	4	1	10	8	7	5	2	9	9	3	7	5
84835	2	1	1	2	5	10	5	9	5	4	9	1	3	2	10	3	2	7	7	3
84836	3	6	6	2	1	7	8	3	9	9	10	9	1	4	1	3	1	1	5	8
84837	10	9	7	2	2	6	6	8	4	4	7	10	3	6	9	6	2	7	4	5
84838	7	8	2	4	6	2	10	6	6	8	10	4	7	3	4	3	1	9	6	3
84839	4	2	5	6	7	8	8	6	2	6	5	2	8	3	8	8	4	10	3	7
84840	3	7	9	2	5	5	6	7	6	8	10	10	5	9	1	5	5	9	5	2
84841	2	3	5	2	9	2	2	8	6	6	9	1	3	10	3	8	5	3	9	10
84842	1	6	7	6	4	1	6	3	1	3	3	6	8	2	7	4	7	3	2	9
84843	1	9	3	7	4	9	3	7	2	5	6	4	10	9	8	10	9	10	7	5
84844	6	8	8	1	3	9	2	2	1	2	5	5	5	2	7	5	6	6	6	10
84845	5	5	1	1	1	2	5	7	2	4	8	2	5	2	4	4	10	1	3	4
84846	9	7	1	6	7	5	9	8	2	2	4	2	1	6	1	2	1	10	2	9
84847	6	10	7	8	5	4	7	3	7	10	9	5	7	4	7	7	7	2	10	9
84848	6	8	2	5	1	10	3	2	7	3	6	6	9	2	7	1	5	3	7	10
84849	1	3	3	10	1	6	6	9	8	4	7	7	4	6	3	7	5	5	4	1
84850	2	5	7	5	4	9	3	8	10	8	5	10	8	5	3	10	5	5	5	2
84851	3	3	2	4	9	5	3	1	3	1	4	3	5	10	10	1	7	7	9	9
84852	9	9	6	4	4	1	4	4	1	9	5	1	7	3	4	8	9	6	2	7
84853	10	6	2	1	1	8	9	10	4	9	1	10	8	5	7	2	5	7	6	10
84854	8	9	5	1	6	8	10	5	10	10	2	10	4	3	3	3	1	4	2	1
84855	10	10	2	9	9	6	6	4	10	7	2	7	1	5	9	1	5	1	5	4
84856	3	2	9	4	6	5	1	6	10	2	8	6	2	2	8	5	4	10	6	5
84857	10	9	6	10	4	5	8	6	6	2	9	9	7	10	10	7	2	7	10	5
84858	10	7	4	5	4	6	7	7	6	5	10	4	1	3	1	5	8	4	4	10
84859	10	9	1	5	6	4	8	6	6	8	8	8	5	4	6	10	2	7	10	10
84860	4	3	6	9	7	8	3	7	6	5	6	9	8	5	10	5	10	8	2	5
84861	10	4	9	2	10	6	6	5	1	6	6	1	7	2	4	1	3	3	8	7
84862	7	6	8	4	10	3	7	5	1	7	7	7	2	2	7	3	6	7	6	6
84863	1	9	6	3	3	9	8	7	3	6	9	1	5	1	2	7	6	1	1	1
84864	5	2	3	9	7	4	10	1	5	4	3	7	4	8	5	5	10	7	8	4
84865	8	1	8	6	10	9	1	4	4	10	8	5	10	5	5	1	6	7	9	2
84866	9	8	5	7	8	1	7	4	2	7	10	6	9	1	3	2	2	10	8	3
84867	7	2	9	2	6	7	6	10	7	3	2	7	5	9	6	2	2	6	8	9
84868	4	6	9	5	1	10	9	7	9	7	9	3	8	1	5	8	6	9	8	7
84869	9	9	7	7	10	3	5	3	8	10	3	3	8	2	7	10	9	9	10	1
84870	10	8	10	2	8	4	1	6	5	1	3	10	5	1	6	4	8	8	6	9
84908	4	4	9	7	4	5	4	8	6	4	9	2	3	9	9	2	8	3	6	8
84909	9	6	7	4	7	2	6	10	9	4	4	4	5	10	6	5	2	7	10	7
84910	5	10	5	9	5	4	9	2	3	5	9	7	2	10	4	1	2	9	8	8
84911	7	6	8	8	4	4	4	8	8	5	5	9	2	1	2	2	9	2	8	5
84912	5	4	5	3	9	10	10	9	4	10	1	8	8	9	2	9	9	10	9	4
84913	5	2	8	4	7	5	2	2	6	3	6	4	7	4	3	10	5	8	2	1
84914	4	4	6	6	4	8	1	3	6	3	3	4	9	2	8	5	10	5	10	8
84915	4	4	1	5	4	8	4	6	2	7	9	10	8	5	10	1	2	6	6	10
84916	4	3	1	6	6	5	3	1	10	3	3	5	5	5	5	6	1	9	6	5
84917	3	4	8	2	3	7	10	7	9	6	4	5	3	3	4	4	5	9	3	2
84918	7	2	8	2	4	5	3	4	10	10	6	9	10	1	4	9	10	9	9	5
84919	9	2	3	10	1	10	3	7	8	4	9	4	6	1	3	8	1	3	4	1
84920	4	10	9	2	2	3	5	1	7	2	6	5	2	6	3	1	6	4	5	7
84921	3	6	7	3	2	2	7	8	3	6	6	6	10	6	2	2	4	4	10	8
84922	6	5	4	7	2	4	2	4	6	2	3	8	6	9	5	6	7	9	7	5
84923	7	8	6	9	5	8	8	3	5	3	6	3	1	3	3	4	4	8	3	7
84924	8	7	1	1	2	1	8	5	1	2	7	3	6	7	8	9	5	1	4	5
84925	7	5	5	4	2	5	1	8	3	3	5	8	6	6	9	4	5	3	9	4
84926	4	2	9	2	4	1	3	8	10	7	8	6	6	8	4	5	1	6	6	2
84927	2	6	4	8	5	6	3	4	7	3	5	10	1	4	1	2	4	7	7	4
84928	3	9	9	10	2	6	1	5	6	10	9	8	9	10	9	5	4	4	10	9
84929	4	7	1	3	6	9	10	7	10	5	8	3	1	10	1	1	10	9	4	1
84930	5	9	2	8	1	8	3	3	5	2	4	4	3	3	5	1	1	5	10	8
84931	5	1	3	10	9	7	3	10	7	4	4	8	10	6	4	5	9	3	3	3
84932	5	7	10	9	5	6	10	2	2	7	6	5	8	9	4	2	1	8	8	2
84933	1	5	1	4	3	10	9	4	8	7	6	3	7	4	5	8	8	9	3	4
84934	2	9	6	10	3	9	8	3	8	2	9	10	8	8	10	3	6	10	8	2
84935	2	8	1	8	9	7	6	3	5	4	5	6	10	3	9	9	2	10	4	8
84936	6	10	3	10	10	2	4	6	6	1	10	4	7	10	8	9	1	9	5	9
84937	7	6	2	9	10	6	7	8	9	1	4	3	6	6	3	5	7	5	9	2
84938	5	10	6	7	2	10	3	2	10	4	9	6	1	6	8	8	3	1	7	8
84939	5	1	4	3	3	10	10	8	3	5	9	1	6	3	8	4	4	8	2	10
84940	7	10	1	4	4	2	5	10	4	5	4	10	9	7	10	6	7	10	7	1
84941	7	2	6	1	9	7	3	5	9	1	9	3	4	10	9	5	2	10	3	10
