HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
86933	4	10	4	1	3	1	6	3	3	6	10	4	1	5	6	4	7	9	5	4
86934	2	8	4	5	8	10	7	5	6	2	3	10	7	3	3	9	8	5	7	5
86937	3	3	9	8	9	8	8	8	1	8	4	10	2	7	2	7	9	8	6	4
86938	4	9	8	2	10	8	9	9	1	10	7	5	10	2	9	2	9	2	4	1
86939	2	8	7	10	3	9	8	4	9	3	10	4	4	9	5	1	6	9	2	7
86940	6	1	10	10	3	8	5	8	4	8	3	6	7	5	7	5	3	4	2	6
86941	7	1	1	6	7	5	3	8	4	2	2	5	3	8	9	10	1	5	8	1
86942	8	5	3	3	8	2	1	3	8	1	8	10	5	6	3	9	2	6	3	8
86943	8	8	2	8	8	10	1	1	9	4	6	3	4	3	7	4	8	7	1	9
86944	9	6	8	1	6	1	5	10	2	10	6	5	2	2	5	4	4	5	9	7
86945	7	7	9	10	9	8	3	6	10	9	8	10	4	10	6	7	2	2	6	2
86946	9	3	6	8	10	1	6	4	10	6	1	1	7	2	8	7	5	6	6	3
86947	9	5	10	5	4	2	7	6	7	3	7	7	6	8	10	9	5	5	8	6
86948	1	8	1	9	1	5	6	5	10	7	2	6	8	10	5	6	8	1	2	6
86949	6	4	8	5	4	5	2	1	9	2	7	10	4	10	7	5	9	6	2	2
86950	5	7	8	10	8	1	5	3	2	1	2	10	3	1	8	8	10	2	4	2
86951	6	6	8	4	6	6	2	10	10	7	6	6	10	9	6	5	9	1	6	3
86952	8	2	4	6	6	7	9	1	6	4	8	7	6	7	2	3	7	9	10	10
86953	9	7	2	2	8	3	2	2	4	9	5	2	9	1	7	4	5	1	9	10
86954	2	3	6	4	6	4	7	3	1	2	4	4	8	6	4	3	8	5	8	7
86955	8	9	4	4	7	10	7	1	2	1	4	8	7	6	4	7	5	9	4	10
86956	2	4	4	10	2	2	4	3	1	1	3	6	2	2	6	1	2	6	4	9
86957	7	9	9	10	5	7	3	8	2	10	9	10	10	3	4	6	5	3	4	8
86958	1	5	2	8	5	2	10	7	8	9	10	7	5	9	5	6	9	2	1	1
86959	9	6	4	10	3	8	8	9	9	4	4	8	9	10	10	8	6	8	9	4
86960	8	1	8	10	9	5	10	7	1	4	8	1	3	4	10	2	9	10	7	5
86961	1	1	9	7	4	10	4	10	3	10	5	3	10	1	10	7	6	4	6	4
86962	4	5	6	2	7	2	7	10	7	3	9	3	10	10	6	1	10	8	1	4
86963	3	3	9	3	7	8	4	2	7	2	3	6	8	9	2	10	9	3	6	9
86964	2	6	1	10	7	1	7	7	10	4	10	2	4	7	7	2	9	4	5	8
86965	9	3	4	10	6	3	3	2	2	6	9	4	3	7	1	3	4	9	9	10
86966	6	10	6	9	2	9	6	6	3	6	2	2	6	7	5	5	9	2	7	5
86967	2	8	10	10	10	7	4	8	2	8	5	5	5	3	9	6	8	9	5	3
86968	2	8	9	6	7	5	7	9	9	7	3	10	6	1	7	1	10	9	2	6
86969	9	8	7	10	4	2	9	8	4	8	6	7	10	2	1	7	5	4	9	10
86970	9	8	8	6	9	2	3	7	5	1	4	6	2	1	4	9	8	3	4	9
86971	4	3	10	7	3	9	5	2	10	6	10	6	7	5	6	9	8	3	8	4
86972	4	4	1	9	9	7	10	7	3	5	3	3	1	2	9	2	5	2	8	4
86973	8	6	7	1	3	9	5	7	9	6	2	1	7	4	10	6	5	9	1	9
86974	6	7	3	4	10	9	8	1	6	10	5	5	7	1	4	6	3	8	9	2
86975	3	3	3	8	3	7	2	9	7	2	3	2	10	7	4	7	10	2	7	9
86976	7	3	7	5	8	9	10	2	7	4	1	1	10	8	7	1	9	1	1	3
86977	2	9	10	5	2	8	5	3	7	10	5	3	6	6	6	3	6	4	2	9
86978	5	8	5	10	6	4	3	1	7	8	10	2	1	2	6	8	4	7	7	7
87013	5	5	7	4	1	2	5	7	9	6	4	7	10	2	3	6	6	2	2	10
87014	3	8	2	1	5	3	4	3	4	1	8	1	7	4	10	10	3	3	7	9
87015	7	6	9	4	8	5	8	4	3	4	4	1	8	2	4	1	8	9	7	6
87018	1	1	1	2	1	4	8	5	5	5	6	3	7	5	7	7	1	1	7	3
87019	7	6	10	2	6	4	9	4	6	10	9	1	5	6	7	5	8	1	9	10
87020	10	1	6	9	3	8	9	8	8	10	7	10	7	5	4	7	10	2	8	3
87021	8	10	2	3	7	1	6	1	8	7	3	7	3	7	10	1	1	4	2	9
87022	6	7	8	1	6	7	1	4	10	9	5	6	9	8	8	2	3	9	4	3
87023	4	6	2	7	9	4	7	2	1	8	7	5	10	8	1	9	10	6	5	8
87024	2	6	4	1	3	10	2	1	10	2	5	3	5	5	3	7	10	4	4	7
87025	4	6	6	10	2	8	9	5	9	3	7	2	4	4	8	6	6	4	6	10
87026	7	4	9	7	5	2	2	7	10	3	3	10	6	2	3	4	5	8	7	4
87027	5	6	10	5	9	3	7	2	3	9	7	8	9	1	7	10	3	9	7	2
87028	5	6	7	9	7	6	5	1	1	1	6	5	9	1	10	3	6	10	9	4
87029	7	7	2	2	3	3	3	1	7	7	3	9	4	9	10	2	6	1	7	6
87030	10	1	10	7	2	7	2	4	7	3	10	9	3	6	3	5	3	7	7	5
87031	10	1	1	4	5	8	3	10	7	1	6	9	1	2	3	7	2	3	1	10
87032	8	8	9	9	7	10	8	10	3	10	1	5	9	1	7	3	7	5	6	9
87033	3	4	9	1	3	1	3	5	6	3	4	8	8	1	10	4	8	6	2	6
87034	2	10	6	1	9	3	9	7	10	3	7	3	1	2	3	6	6	9	4	5
87035	7	10	7	1	2	7	8	7	10	3	1	6	5	5	5	10	9	3	7	6
87036	9	2	10	2	1	2	1	8	7	5	9	5	9	8	9	8	2	4	8	4
87037	6	4	7	2	4	10	2	8	7	9	8	4	1	2	5	6	4	9	5	4
87038	5	2	3	8	3	2	10	5	2	8	10	10	7	1	4	8	3	10	1	6
87039	5	2	4	3	4	3	5	1	10	3	5	1	9	3	6	8	10	7	8	1
87040	1	10	2	1	4	8	4	10	5	2	9	9	7	2	10	7	6	7	7	1
87041	10	2	3	6	3	10	7	7	4	5	9	3	1	7	6	3	2	1	7	8
87042	9	5	10	5	3	6	1	2	10	1	4	2	4	8	1	4	10	6	1	5
87043	10	2	5	5	6	4	9	5	2	10	7	5	9	1	6	7	6	10	10	8
87044	7	9	2	9	4	3	1	6	5	2	4	3	2	9	3	3	10	9	8	1
87045	9	10	9	3	3	6	3	2	4	7	3	2	4	4	6	2	3	7	7	9
87046	8	8	3	4	10	3	5	7	9	4	7	5	2	8	2	10	2	9	9	6
87047	9	8	2	10	9	8	3	9	2	2	2	4	6	10	10	1	7	4	3	7
87048	3	6	1	5	9	2	9	8	9	9	10	4	1	9	2	7	9	2	4	4
87049	3	9	1	1	1	3	2	2	10	8	9	10	9	4	3	5	10	5	2	2
87050	8	5	7	1	7	5	10	6	7	6	8	5	10	2	8	4	3	2	2	7
87051	1	2	8	3	9	4	2	10	2	10	8	9	8	6	1	3	3	8	8	3
87052	1	5	4	10	1	10	9	1	6	9	6	7	1	7	10	3	10	8	3	10
87053	8	10	6	6	5	10	1	3	2	4	9	2	7	5	9	3	7	2	1	3
87054	8	2	10	5	8	3	4	3	4	10	7	4	6	9	5	5	1	6	10	8
87055	5	6	4	3	2	2	1	6	4	7	7	7	6	7	8	1	7	3	6	1
87056	8	7	8	8	8	1	7	1	6	2	3	7	8	4	1	10	8	3	2	6
87058	2	2	10	6	5	2	8	6	8	7	5	7	9	5	7	3	2	4	2	8
87059	3	10	5	3	3	8	9	6	10	1	1	2	1	9	1	10	1	4	2	8
87099	9	6	7	3	6	3	9	5	4	1	5	4	1	2	3	7	9	9	7	2
87100	9	2	5	3	4	1	1	7	5	2	7	3	5	1	7	2	7	3	2	1
87101	9	5	1	6	9	9	5	3	10	8	7	1	7	8	2	2	1	5	8	4
87102	4	5	9	9	3	3	1	8	3	1	7	2	9	7	9	2	3	6	6	2
87103	8	7	7	9	4	6	1	8	8	3	4	4	8	7	2	10	6	8	3	8
87104	4	8	4	8	4	2	9	8	9	7	6	10	3	2	3	8	5	8	2	10
87105	10	5	2	7	2	8	10	6	7	9	7	2	2	7	7	4	5	8	10	4
87106	5	4	3	4	6	1	7	8	8	9	6	5	3	5	5	9	8	1	6	5
87107	6	8	5	2	6	5	10	3	2	7	1	5	10	9	3	4	6	3	9	7
87108	1	4	8	1	5	7	4	6	10	9	6	6	6	5	8	1	9	7	9	4
87109	2	7	8	5	5	3	6	8	4	8	1	9	9	5	4	1	5	6	8	1
87110	10	1	6	4	2	1	4	1	4	5	5	10	1	6	5	5	2	9	1	3
87111	6	6	7	3	10	3	1	9	4	1	5	5	9	1	8	5	9	1	7	4
87112	3	2	2	8	7	4	3	6	10	3	9	9	6	1	7	4	5	6	5	4
87113	4	9	4	10	9	3	3	2	6	4	10	8	4	8	7	8	8	3	5	3
87114	8	7	9	5	4	2	2	9	3	8	3	6	1	4	6	2	9	8	4	6
87115	2	3	10	1	1	5	5	1	2	4	8	7	2	1	3	8	3	9	1	7
87116	5	3	9	10	3	1	3	9	7	7	9	5	8	1	3	3	8	9	4	2
87117	8	5	3	5	10	7	10	5	2	2	5	4	4	9	6	7	9	5	10	5
87118	5	5	10	1	2	6	4	7	9	5	2	8	10	4	5	6	9	9	8	10
87119	1	10	10	8	5	2	10	4	6	7	1	6	9	4	8	2	7	8	1	10
87120	6	10	4	7	2	8	5	6	10	3	3	4	10	10	7	8	10	4	2	6
87121	4	7	5	9	1	9	6	7	10	4	3	2	3	3	1	8	2	3	2	3
87122	6	8	2	2	4	6	9	9	5	5	9	6	1	6	10	9	3	5	5	10
87123	8	6	4	9	6	9	7	9	10	9	8	8	4	6	10	4	2	10	6	8
87124	9	8	6	8	3	6	4	2	8	3	10	1	5	7	7	3	5	2	2	10
87125	3	10	8	9	5	7	8	3	6	9	1	9	6	2	8	10	3	6	1	8
87126	9	10	1	5	7	2	7	3	5	1	8	10	2	3	2	9	6	2	9	8
87127	6	9	2	1	5	8	3	8	8	7	7	4	8	2	7	5	2	8	1	9
87128	6	1	9	3	8	5	6	2	8	10	8	2	9	5	3	7	1	6	8	4
87129	7	4	8	3	5	10	5	9	2	7	8	4	4	7	1	9	1	2	6	7
87130	1	9	2	10	7	1	9	5	6	8	4	2	3	10	7	10	2	9	8	1
87131	4	5	10	10	7	8	10	3	3	5	4	9	5	7	2	4	9	7	10	8
87132	9	6	4	10	8	3	3	6	6	10	4	8	7	1	4	7	8	5	10	3
87133	1	4	8	3	1	6	6	10	7	10	4	8	5	10	7	4	10	2	1	8
87134	10	9	4	10	9	8	7	7	2	4	10	9	5	1	8	9	3	5	8	8
87135	10	3	9	2	3	8	1	9	4	7	10	6	2	4	8	1	3	1	1	7
87136	3	1	9	3	8	3	9	10	4	8	3	3	2	10	10	6	1	1	3	6
87139	1	9	10	8	5	6	1	9	1	4	10	10	4	6	1	7	7	5	8	10
87140	8	10	1	5	5	1	7	10	10	1	6	8	1	6	10	9	8	4	7	2
87180	6	9	3	6	7	7	6	5	5	7	5	4	7	10	7	10	8	5	4	7
87181	1	8	5	8	3	10	10	8	2	8	9	7	2	5	8	5	5	3	5	6
87182	6	3	8	10	4	2	6	10	5	7	5	7	3	5	1	10	8	3	5	4
87183	7	7	3	3	8	8	5	7	7	10	6	4	3	9	4	6	1	2	8	1
87184	6	7	6	9	1	10	1	7	8	5	3	8	10	9	8	9	10	10	5	1
87185	9	5	9	3	4	2	8	9	1	6	6	5	2	10	8	2	1	9	9	2
87186	6	1	9	5	1	7	4	4	2	10	1	2	7	10	7	1	4	7	10	3
87187	4	8	10	1	2	4	1	9	2	7	10	8	10	3	7	8	5	4	9	5
87188	7	2	10	9	4	7	3	7	2	10	7	5	4	8	8	2	7	3	10	2
87189	8	2	5	4	9	7	6	5	10	1	7	9	4	1	5	8	2	3	5	7
87190	3	5	7	6	6	7	6	7	3	7	4	1	3	3	2	4	5	10	9	2
87191	5	10	8	10	5	10	1	6	6	4	6	8	9	5	8	5	7	9	9	6
87192	4	5	5	5	7	7	2	10	5	1	4	4	4	2	7	10	8	1	4	4
87193	6	10	9	6	2	8	2	7	3	5	5	6	6	8	9	6	3	7	5	2
87194	9	10	2	3	1	7	3	7	5	6	4	10	2	1	3	8	5	3	5	7
87195	9	10	9	3	7	1	10	2	10	3	3	5	2	10	5	5	1	3	8	6
87196	8	8	7	8	10	9	10	6	5	7	7	1	2	6	4	10	3	5	2	9
87197	9	1	6	4	6	2	3	5	5	7	8	9	2	3	7	8	6	9	9	9
87198	5	9	4	4	10	5	2	8	9	1	10	10	10	8	4	6	1	6	10	2
87199	10	9	5	3	2	8	5	10	1	3	10	7	9	2	5	4	2	6	6	9
87200	1	6	3	1	1	9	6	10	10	5	2	2	3	1	6	10	8	4	4	3
87201	10	9	1	2	2	3	3	8	2	7	10	8	6	1	10	1	3	3	7	7
87202	6	6	9	2	8	3	9	2	10	10	2	5	4	6	8	2	3	1	2	7
87203	5	8	10	9	2	1	10	2	5	8	4	9	5	1	7	9	6	2	1	7
87204	6	9	4	6	9	7	8	4	6	6	9	8	4	10	4	9	9	6	4	8
87205	9	3	2	5	7	8	9	1	6	8	4	8	1	9	5	5	10	4	2	2
87206	2	2	4	3	3	2	8	9	1	2	8	10	1	8	6	7	5	4	7	10
87207	9	3	4	8	3	1	4	4	8	2	10	10	5	3	3	7	10	6	10	8
87208	8	8	9	5	8	7	9	10	1	10	4	4	6	1	7	4	2	2	6	1
87209	2	2	7	7	3	10	3	1	5	8	4	10	5	10	7	2	2	7	9	8
87210	9	5	2	1	5	7	9	9	10	4	8	2	2	4	8	8	1	3	8	1
87211	4	7	6	3	9	3	1	6	7	4	3	7	10	4	1	4	4	7	3	8
87212	7	1	10	5	1	6	10	9	7	4	3	9	2	7	10	3	10	5	9	3
87213	10	8	5	3	6	10	4	2	9	9	5	1	7	5	7	1	5	3	5	3
87214	10	4	1	5	1	3	9	7	2	1	8	8	5	6	9	2	3	6	9	10
87215	5	3	9	1	9	2	6	3	4	1	8	10	4	6	6	5	1	7	8	10
87216	8	6	2	9	2	7	2	7	1	6	7	7	5	1	9	9	7	10	2	6
87217	9	4	10	1	4	3	4	4	4	8	6	2	9	7	10	6	3	7	9	6
87218	8	3	9	9	1	10	8	2	3	4	4	8	6	4	3	5	8	1	3	8
87220	1	8	10	9	4	8	3	4	4	3	10	1	9	3	4	9	3	1	1	8
87221	3	2	8	8	8	9	10	4	9	1	4	6	1	1	7	10	5	2	8	1
87262	9	10	2	6	2	4	6	10	5	8	4	3	10	5	7	7	7	7	9	9
87263	10	6	8	1	8	7	10	4	10	8	3	10	5	2	1	2	10	1	9	8
87264	2	5	9	7	4	3	5	1	3	8	3	6	6	4	7	1	4	4	7	9
87265	5	3	6	3	1	9	3	4	3	8	8	6	1	2	4	9	9	4	9	10
87266	7	1	10	3	9	10	10	1	10	1	5	8	7	10	8	6	4	6	7	9
87267	10	6	4	2	1	7	10	10	1	10	7	3	1	8	3	5	3	5	3	5
87268	9	7	6	8	1	1	2	7	5	10	10	5	5	7	8	1	8	5	5	4
87269	5	8	4	8	5	3	2	6	4	3	5	4	3	9	7	1	4	10	4	9
87270	4	3	7	9	9	5	3	4	7	9	5	5	6	10	8	10	5	3	1	2
87271	1	6	5	4	2	7	3	10	8	1	5	10	8	2	3	5	4	2	9	7
87272	4	8	6	1	9	9	5	5	2	1	7	10	7	6	8	4	10	8	6	7
87273	8	9	3	6	6	7	1	10	4	4	2	5	9	9	6	8	7	8	10	4
87274	9	8	7	2	8	2	5	7	6	10	1	4	7	5	10	6	10	7	5	2
87275	5	9	10	2	4	7	5	2	1	3	10	4	8	5	5	8	1	6	1	1
87276	10	2	9	6	1	8	5	4	5	6	1	7	8	1	6	3	5	2	7	3
87277	3	4	10	5	9	9	2	9	8	4	10	9	6	7	9	10	5	7	9	8
87278	10	8	9	5	3	2	6	10	5	7	4	7	4	8	5	10	6	9	3	8
87279	8	8	4	2	10	6	5	4	8	2	6	1	2	8	8	5	5	8	4	5
87280	1	2	10	4	8	5	6	4	1	7	2	9	8	5	8	10	1	9	2	2
87281	7	7	3	6	9	8	3	4	3	2	3	4	3	4	1	6	8	10	4	2
87282	1	5	5	5	4	10	7	1	2	7	9	6	4	4	9	10	9	3	5	10
87283	2	4	8	3	1	7	9	6	2	6	8	9	3	3	1	9	5	9	8	7
87284	3	1	9	2	9	7	4	4	3	3	8	6	4	1	1	8	4	3	7	10
87285	8	7	6	1	3	6	4	7	10	5	7	4	5	5	3	10	6	9	3	4
87286	8	6	1	9	7	8	3	7	2	2	9	6	2	2	5	6	8	9	9	10
87287	4	8	2	8	9	5	2	1	5	9	9	3	6	10	9	7	6	10	5	4
87288	8	6	9	3	10	6	4	8	1	3	10	9	3	1	9	8	5	8	5	2
87289	5	7	7	2	10	1	9	5	4	4	1	1	3	10	2	6	3	10	5	1
87290	6	5	3	6	1	3	2	3	7	3	5	3	4	8	4	2	8	3	10	2
87291	6	5	10	6	7	8	8	9	10	7	2	9	4	8	9	7	1	10	9	10
87292	6	6	8	4	5	5	2	10	6	8	9	7	5	10	3	3	8	8	8	6
87293	5	7	3	9	10	8	2	6	6	3	2	10	4	8	10	6	10	8	5	3
87294	1	1	1	5	8	1	6	2	7	2	9	2	1	3	3	3	3	5	1	3
87295	6	8	10	6	2	3	5	1	8	4	6	3	1	1	3	8	3	9	9	10
87296	4	9	8	3	1	9	1	7	5	4	6	2	4	4	1	9	2	5	5	4
87297	3	7	5	8	10	6	4	6	2	5	6	10	3	4	9	9	3	3	4	7
87298	6	6	5	1	10	6	1	6	5	7	4	3	4	2	8	9	4	7	4	3
87299	6	1	6	8	3	9	2	9	4	5	10	4	2	5	6	6	9	8	2	7
87302	9	2	3	4	10	6	2	6	10	8	8	1	9	9	4	5	6	6	3	7
87303	10	3	3	1	2	10	10	10	2	1	5	1	8	8	9	4	9	7	10	3
87343	4	6	2	6	10	1	3	2	2	1	10	7	10	4	2	5	10	7	4	4
87344	2	4	7	9	6	6	6	5	1	2	8	2	9	3	9	1	4	2	7	3
87345	1	5	3	9	2	8	9	10	10	4	3	8	3	9	5	7	4	9	2	4
87346	3	9	8	5	10	1	4	7	1	5	6	8	4	6	9	10	1	8	3	5
87347	4	8	6	3	3	8	7	10	9	4	3	4	8	7	4	7	7	2	1	3
87348	4	6	4	8	5	2	5	4	9	2	9	1	3	3	9	1	2	4	1	8
87349	7	1	3	1	2	4	4	8	10	8	5	4	4	7	6	10	6	10	8	5
87350	9	8	3	2	10	2	10	4	6	5	6	3	4	2	4	1	8	1	5	1
87351	7	8	10	8	4	10	10	7	10	10	9	5	1	6	3	9	6	10	8	9
87352	8	1	6	9	6	6	1	10	8	10	3	10	10	2	4	10	10	1	8	4
87353	4	3	7	5	9	3	1	3	7	6	10	8	5	7	10	1	9	5	9	3
87354	8	2	6	2	2	5	3	5	9	8	6	6	8	7	2	8	5	1	6	2
87355	6	7	4	1	3	6	3	8	5	7	1	5	1	4	9	3	10	4	2	9
87356	6	1	7	5	8	7	10	7	4	2	2	3	6	1	2	3	5	5	5	6
87357	6	3	4	6	5	1	5	6	4	7	10	9	8	5	10	5	7	3	6	7
87358	9	4	9	4	4	5	7	6	7	9	10	6	5	5	5	5	4	2	2	3
87359	6	5	7	9	7	2	10	10	10	10	4	1	8	9	1	8	8	3	1	8
87360	8	3	6	10	4	10	2	7	3	6	2	3	5	8	8	5	9	3	5	10
87361	8	5	7	10	2	10	6	8	4	7	4	6	6	6	3	10	4	3	8	3
87362	1	1	6	10	2	3	6	2	8	6	8	6	3	6	1	7	4	8	1	5
87363	10	5	9	6	6	7	4	7	4	2	5	8	9	4	1	3	9	5	2	9
87364	5	4	8	7	8	3	4	1	8	7	1	6	10	4	4	5	10	1	3	1
87365	8	9	4	6	3	6	6	7	6	4	1	9	7	6	5	5	6	8	4	10
87366	6	7	1	3	6	3	2	2	3	4	9	7	6	1	10	2	6	8	1	10
87367	7	8	4	4	5	1	4	3	9	2	4	8	5	4	6	7	1	1	1	8
87368	6	4	1	6	8	5	8	3	10	4	5	2	9	7	3	7	9	1	6	8
87369	2	8	2	9	3	4	10	4	10	4	4	4	2	10	5	5	4	4	6	5
87370	7	5	6	3	4	7	9	1	2	8	5	4	7	2	7	4	5	4	6	6
87371	2	2	4	2	8	4	6	1	6	3	4	1	1	10	9	9	6	4	1	1
87372	8	7	3	10	7	8	3	10	4	10	5	10	8	3	7	8	4	7	2	2
87373	6	3	2	6	6	7	10	2	8	6	10	2	4	7	5	1	9	6	10	4
87374	1	9	1	9	5	2	2	5	5	2	4	4	7	1	7	8	2	3	9	10
87375	3	6	9	9	6	2	1	6	3	7	9	9	4	6	7	5	4	6	5	8
87376	2	2	9	5	10	10	7	8	8	10	5	9	9	10	4	3	2	8	5	9
87377	7	7	1	5	3	8	10	10	10	10	4	4	1	1	4	8	6	2	2	10
87378	4	2	7	9	2	9	10	2	4	10	5	6	1	5	9	6	7	2	8	6
87379	6	8	6	10	5	9	5	1	7	5	2	6	10	2	8	9	4	5	3	6
87380	6	6	3	9	2	2	2	3	2	5	5	1	1	2	1	1	6	1	6	2
87425	8	4	4	6	6	7	1	9	6	7	2	5	9	9	10	8	2	9	3	5
87426	9	7	1	2	8	5	8	4	7	9	2	6	9	6	8	9	4	3	5	6
87427	10	4	4	2	9	2	1	8	2	2	8	1	7	7	8	1	8	1	6	6
87428	9	9	5	1	4	8	2	5	7	10	6	1	6	4	1	6	5	6	3	4
87429	1	7	1	6	3	7	9	6	5	2	8	2	4	1	4	7	8	2	5	9
87430	1	10	3	2	4	6	10	1	2	3	9	8	8	6	6	7	4	4	7	5
87431	8	5	8	8	9	1	9	9	5	10	8	8	7	1	9	7	8	8	7	3
87432	10	6	7	5	9	5	5	9	4	5	7	1	5	9	4	3	1	10	2	4
87433	5	3	1	8	7	3	6	1	10	10	2	5	3	10	10	1	6	7	10	8
87434	9	7	10	8	3	3	9	1	6	6	6	5	4	5	1	6	3	7	8	4
87435	10	7	7	5	4	3	7	7	8	3	7	3	1	7	10	5	10	10	8	6
87436	5	8	7	6	3	1	3	1	6	10	8	8	9	7	1	6	3	4	2	4
87437	2	9	9	5	1	10	4	1	8	6	9	1	6	8	9	8	4	10	9	1
87438	8	4	2	1	8	2	7	3	8	7	9	10	8	2	1	7	4	3	5	10
87439	5	7	4	8	7	8	3	2	5	3	10	9	2	2	4	4	7	7	3	7
87440	3	4	1	4	6	1	8	3	5	1	1	1	7	8	6	1	3	4	3	2
87441	2	6	6	6	6	8	5	9	9	10	8	8	9	9	9	5	3	2	2	7
87442	5	5	3	2	6	6	10	4	5	3	2	2	9	2	3	7	4	10	10	6
87443	6	6	9	7	3	9	5	1	6	6	8	6	3	9	5	6	4	1	2	6
87444	9	10	3	8	9	2	5	4	2	9	1	4	9	7	7	4	5	5	9	6
87445	4	6	10	9	5	5	2	7	5	8	5	5	8	10	9	1	9	10	3	8
87446	9	9	2	9	9	7	6	5	10	8	4	3	2	8	2	7	2	1	3	9
87447	4	2	1	3	2	4	8	8	2	7	1	5	10	9	4	4	4	5	7	4
87448	4	7	1	8	4	8	3	1	7	3	4	3	6	7	2	7	2	9	3	1
87449	3	7	3	3	6	10	6	9	5	9	3	3	2	10	10	4	1	5	10	2
87450	4	1	3	8	4	9	2	8	6	6	8	8	9	5	8	4	3	5	8	3
87451	7	9	4	5	6	1	6	4	8	9	6	9	10	9	2	1	5	9	10	1
87452	5	3	2	8	8	5	10	10	6	1	7	6	10	9	8	7	9	5	6	7
87453	8	8	8	6	9	7	7	5	2	3	4	7	4	4	7	7	9	2	3	10
87454	4	6	2	4	7	10	7	1	1	10	7	6	6	2	10	5	10	5	4	1
87455	3	7	3	9	8	9	9	1	5	7	10	7	6	1	1	7	1	10	5	7
87456	1	2	7	3	5	4	6	7	5	8	4	8	9	3	5	4	3	4	10	9
87457	2	2	5	5	2	2	2	6	5	10	10	9	2	5	8	1	7	10	10	10
87458	6	3	6	2	3	8	8	8	5	10	4	2	2	5	1	4	5	4	5	2
87459	4	9	10	8	7	9	6	2	6	7	1	1	2	2	7	1	1	9	5	10
87460	1	9	2	7	1	10	4	4	4	10	2	6	5	8	6	1	5	1	6	10
87461	3	4	4	5	3	1	10	9	1	6	5	8	5	4	7	6	3	5	3	6
87507	3	4	7	2	9	3	10	1	9	5	1	2	7	8	4	4	3	8	5	3
87508	7	5	7	7	1	3	4	7	8	5	5	5	4	2	2	2	1	10	3	2
87509	8	6	1	3	2	3	5	4	3	6	1	10	9	6	3	10	8	4	7	10
87510	1	2	5	10	6	10	8	7	4	7	2	7	2	3	2	7	4	10	8	4
87511	2	2	1	3	2	4	1	8	8	7	1	5	2	8	5	9	4	1	1	3
87512	9	1	3	9	1	2	4	10	5	4	6	10	1	7	4	9	8	6	7	8
87513	2	1	6	3	5	10	10	10	1	3	5	9	10	3	5	2	1	10	3	9
87514	2	4	10	3	3	2	8	10	2	1	8	1	2	3	4	10	6	9	4	4
87515	10	4	9	6	1	4	5	1	8	8	6	7	2	6	9	4	6	6	5	3
87516	1	7	4	5	1	7	10	8	8	6	7	8	2	7	3	3	10	6	1	9
87517	10	6	10	4	5	5	3	2	4	10	2	5	3	5	1	2	1	2	2	2
87518	8	8	6	7	7	5	1	10	8	1	4	10	4	4	7	8	1	4	1	10
87519	6	9	6	4	8	9	10	3	3	2	3	10	1	5	7	10	10	1	1	6
87520	5	5	10	2	10	1	3	5	1	2	2	8	9	3	1	2	9	6	3	9
87521	7	6	3	6	6	4	6	1	9	2	10	10	10	10	6	10	3	7	6	6
87522	1	3	3	4	5	10	5	2	7	9	3	1	5	5	3	2	8	8	6	2
87523	1	10	7	9	2	5	1	5	4	5	10	10	2	3	2	10	9	6	10	9
87524	3	6	3	10	9	1	3	7	8	9	10	7	3	5	6	8	3	8	3	8
87525	3	1	4	1	3	10	10	10	9	9	9	9	2	1	4	4	3	6	8	2
87526	8	3	2	7	1	9	4	9	1	8	7	2	7	8	1	2	8	9	3	9
87527	9	2	8	6	5	4	6	10	8	4	2	3	1	7	1	3	3	7	4	2
87528	4	2	4	4	8	9	7	6	8	10	4	10	8	5	6	7	9	7	1	4
87529	1	5	4	8	4	6	1	3	10	2	4	6	10	1	8	10	9	5	2	9
87530	8	2	6	8	1	7	7	5	8	1	10	4	9	3	9	7	1	2	3	9
87531	9	5	7	9	7	9	8	7	10	4	6	4	6	4	7	3	4	2	7	1
87532	1	4	2	4	7	9	10	8	1	5	10	10	5	7	3	5	5	3	7	2
87533	5	9	9	6	7	5	4	5	10	3	9	4	9	1	4	10	6	4	6	2
87534	2	8	4	8	5	2	6	4	10	3	7	10	2	10	4	5	10	5	8	5
87535	4	6	5	7	2	10	8	9	9	2	7	4	8	7	9	9	2	10	2	1
87536	4	1	6	9	5	8	5	7	10	7	2	10	10	1	10	7	9	9	10	4
87537	4	1	10	8	6	2	4	4	7	2	2	6	1	10	1	5	1	5	8	5
87538	9	5	9	2	4	9	9	4	6	4	9	6	2	9	10	7	10	8	4	4
87539	2	8	9	2	3	8	1	8	5	3	8	3	3	6	7	7	5	1	9	5
87540	8	7	8	7	6	2	8	9	1	3	3	2	5	1	6	1	6	5	2	5
87541	1	5	10	3	3	2	5	7	4	5	6	8	3	7	5	6	2	4	8	7
87542	1	5	2	3	5	10	2	10	10	4	9	4	8	7	2	7	7	10	6	3
87588	2	7	8	2	1	9	7	7	9	7	6	5	1	1	2	8	9	7	6	10
87589	7	1	2	1	3	10	3	4	8	9	6	8	4	7	7	10	5	4	3	2
87590	4	8	10	10	6	7	5	6	9	10	3	1	10	5	1	6	2	7	3	10
87591	8	1	2	1	7	6	3	9	3	8	10	3	10	6	9	6	7	1	6	10
